name,rating,reviews,cuisine,price,location
Bandhu Bilash,4.5,25,Bengali,৳1–200,Dhanmondi
"Kasundi Restora Ltd., Dhanmondi",3.9,1247,Bengali,৳200–600,Dhanmondi
Adi Ashto Banjan Restora,3.8,46,Bengali,N/A,Dhanmondi
Ashta Byanjan,3.8,3282,Bengali,৳200–400,Dhanmondi
অন্নপূর্ণা / Annapurna Peak of Indo Bangla Cuisine,4,5,Bengali,N/A,Dhanmondi
Alfresco Dhanmondi,4.1,2922,Bengali,৳400–600,Dhanmondi
Bhooter Bari Dhanmondi,3.9,1379,Bengali,৳400–600,Dhanmondi
Babumoshai Heritage,3.9,768,Bengali,৳200–400,Dhanmondi
Boomers Café,4.1,3422,Bengali,৳400–600,Dhanmondi
Biye Bari Restaurant,3.8,2049,Bengali,$$,Dhanmondi
Xinxian Restaurant,4.1,4614,Chinese,$$,Dhanmondi
Four Seasons Restaurant,4.1,4339,Chinese,$$$,Dhanmondi
Jing Ling Chinese Restaurant Ltd.,3.9,1083,Chinese,N/A,Dhanmondi
Xindian Restaurant,4,5004,Chinese,$$,Dhanmondi
Dim Sum Town Dhanmondi,4.4,821,Chinese,N/A,Dhanmondi
Panda Dumplings Dhanmondi,4.4,542,Chinese,৳200–600,Dhanmondi
New Cheers Restaurant,3.9,983,Chinese,$$,Dhanmondi
Xenial Restaurant,4,1576,Chinese,$$,Dhanmondi
Garlic 'n Ginger - Dhanmondi,4.2,2733,Chinese,$$$,Dhanmondi
Xiamen Restaurant,3.8,228,Chinese,N/A,Dhanmondi
China Kitchen,3.9,1263,Chinese,$$,Dhanmondi
Xian Restaurant,4,1546,Chinese,$$,Dhanmondi
X-group Chain Restaurant & Hospitality Management,4.7,9,Chinese,"৳800–1,000",Dhanmondi
Teriyaki,4.1,646,Chinese,$$,Dhanmondi
The Dumpling Hut,4,279,Chinese,$$,Dhanmondi
Zen,4.4,923,Chinese,N/A,Dhanmondi
Ginza Dhanmondi,4.5,483,Chinese,N/A,Dhanmondi
Handi,4.1,4379,Indian,৳400–600,Dhanmondi
Dhaba Dhanmondi,4,2437,Indian,$$$,Dhanmondi
DOSA Express Dhanmondi,3.9,221,Indian,৳400–600,Dhanmondi
Sarangi,4.6,28,Indian,৳600–800,Dhanmondi
Punjab Kitchen Dhanmondi,4.2,12,Indian,৳400–600,Dhanmondi
The Saffron Dynasty,3.8,248,Indian,N/A,Dhanmondi
Kolkata Kati Avenue Dhanmondi,3.3,11,Indian,N/A,Dhanmondi
The Great Kabab Factory ~ Dhanmondi,4.1,1419,Indian,$$$,Dhanmondi
TDIC - The Dhaka Indian & Continental,4,5,Indian,৳200–400,Dhanmondi
Chaap Ghor ~ Dhanmondi,4,361,Indian,N/A,Dhanmondi
The East Indian Eatery,4.1,11,Indian,৳200–400,Dhanmondi
Hello Momo,4.8,6,Indian,N/A,Dhanmondi
BhojShobha,4.7,67,Indian,৳200–400,Dhanmondi
BANGKOK DINING,4.5,80,Thai,N/A,Dhanmondi
Khao San - Dhanmondi,4.2,778,Thai,$$,Dhanmondi
Thai Emerald Dhanmondi,4.2,96,Thai,N/A,Dhanmondi
Woking Street,4.3,201,Thai,N/A,Dhanmondi
Thai Chai Restaurant,4.2,10,Thai,N/A,Dhanmondi
BOHO,4,414,Thai,N/A,Dhanmondi
Baan Suwan,4,8,Thai,N/A,Dhanmondi
Bangkok Flame,4,54,Thai,$,Dhanmondi
ABSOLUTE THAI,2.7,31,Thai,N/A,Dhanmondi
Red Tomato Restaurant,3.8,778,Thai,৳400–600,Dhanmondi
NOSH Dhanmondi,4.7,174,Thai,N/A,Dhanmondi
YENZO,4.1,173,Thai,N/A,Dhanmondi
Adda Multi Cuisine Restaurant,4,2967,Thai,৳400–600,Dhanmondi
Domino's Pizza | Rangs Fortune Square,4.3,9995,Italian,$$,Dhanmondi
Cafe Appeliano-Dhanmondi,3.8,175,Italian,৳400–600,Dhanmondi
Spaghetti Jazz,5,3,Italian,N/A,Dhanmondi
Pizzaburg Dhanmondi,4.8,13328,Italian,৳200–600,Dhanmondi
Hot Chef,3.8,16,Italian,N/A,Dhanmondi
Pizza Square Dhanmondi,3.8,37,Italian,N/A,Dhanmondi
Ozz Cafe,4.4,8270,Italian,৳200–400,Dhanmondi
Bella Italia - Dhanmondi,4.1,809,Italian,$$,Dhanmondi
Pizza Hut Dhanmondi,4.3,7168,Italian,$$,Dhanmondi
Espresso House,4.2,41,Italian,N/A,Dhanmondi
Cafe São Paulo Dhanmondi,4.3,617,Italian,N/A,Dhanmondi
Pizza On Time,4.4,661,Italian,N/A,Dhanmondi
Pizza Wala,4.1,310,Italian,৳200–400,Dhanmondi
Pinewood Cafe n' Restaurant,4.2,4377,Italian,$$,Dhanmondi
Pizzico,5,8,Italian,N/A,Dhanmondi
Secret Recipe Dhanmondi Flagship,4.1,3963,Italian,$$$,Dhanmondi
Absolute Korean,3,30,Korean,"৳800–1,000",Dhanmondi
The Birdman Chikin,4,18,Korean,৳400–600,Dhanmondi
Red Ninja,N/A,N/A,Korean,N/A,Dhanmondi
KornDogg Dhanmondi,4.2,6,Korean,৳1–200,Dhanmondi
Koryori - Dhanmondi,4.6,529,Korean,$$,Dhanmondi
Tornado Potato,4.9,8,Korean,N/A,Dhanmondi
Ichigo,3.8,250,Japanese,N/A,Dhanmondi
Tokyo Kitchen - Dhanmondi,4.2,52,Japanese,৳400–600,Dhanmondi
TBC-Dhanmondi,3.9,1079,Japanese,$$,Dhanmondi
Sumo the maki boy,4.8,4,Japanese,N/A,Dhanmondi
Daimasu Bangladesh,4.1,41,Japanese,"৳1,000–1,200",Dhanmondi
Yuzu,3.7,212,Japanese,N/A,Dhanmondi
Teppan-yaki,5,2,Japanese,N/A,Dhanmondi
Mitsuo,3.1,17,Japanese,N/A,Dhanmondi
Sushi Yaki Mohammadpur,4,229,Japanese,N/A,Dhanmondi
Burrito’s,4.6,5,Mexican,৳200–400,Dhanmondi
Taza Foll 1 Mexican Food,4,4,Mexican,N/A,Dhanmondi
Orabi restaurant Dhanmondi,4.1,143,Mexican,৳200–400,Dhanmondi
Fajitas,3.9,118,Mexican,৳200–400,Dhanmondi
The Courtyard at Park Heights,4.3,3070,Mexican,$$,Dhanmondi
Smokey Station,4.3,168,Mexican,N/A,Dhanmondi
Capawcino Cat Cafe & Restaurant,4.3,963,Mexican,৳200–600,Dhanmondi
The Lone Star Steakhouse Dhanmondi,4.2,1103,Mexican,"৳2,000+",Dhanmondi
Paprika,4.1,994,Mexican,৳400–600,Dhanmondi
Bar B Q Tonite (Original),4.3,222,BBQ,N/A,Dhanmondi
Deck 13,4.2,1489,BBQ,$$,Dhanmondi
Brisket & Bistro,4.3,275,BBQ,N/A,Dhanmondi
The Forest Lounge,4,2379,BBQ,"৳1,000–1,400",Dhanmondi
Western Grill,4.2,1507,BBQ,$$,Dhanmondi
Roadside Kitchen Dhanmondi,3.7,410,BBQ,N/A,Dhanmondi
BBQ Express,4.4,173,BBQ,N/A,Dhanmondi
Chillox Dhanmondi,4.3,9271,BBQ,৳200–400,Dhanmondi
Madchef Dhanmondi,4.2,3975,BBQ,৳400–600,Dhanmondi
Taza BBQ,4.3,6,BBQ,N/A,Dhanmondi
Kacchi’S,4,249,Biryani/Kacchi,৳400–600,Dhanmondi
Kacchi Voj,4.2,128,Biryani/Kacchi,৳1–200,Dhanmondi
Kacchi Xpress,3.2,205,Biryani/Kacchi,৳200–400,Dhanmondi
Lalbagh Biriyani House,4,1038,Biryani/Kacchi,৳1–200,Dhanmondi
Salam's Kitchen Premium,3.8,181,Biryani/Kacchi,৳400–600,Dhanmondi
Fokruddin Restaurant,3.8,541,Biryani/Kacchi,৳200–400,Dhanmondi
Kacchi 2.0,3.4,28,Biryani/Kacchi,৳200–400,Dhanmondi
Kacchi Bhai Mohammadpur,4.1,1881,Biryani/Kacchi,৳200–400,Dhanmondi
City Kacchi - Farmgate,5,4,Biryani/Kacchi,৳200–400,Dhanmondi
কাচ্চি বাড়ি (Kacchi Bari),4.5,4,Biryani/Kacchi,৳1–200,Dhanmondi
Salam's Kitchen panthapath,4,850,Biryani/Kacchi,৳200–400,Dhanmondi
Pizzu Dhanmondi,3.9,938,Pizza,৳400–600,Dhanmondi
Cheez Dhanmondi,4.2,1214,Pizza,$$,Dhanmondi
Diggger Dhanmondi,3.9,1055,Pizza,$$,Dhanmondi
Domino's Pizza Dhanmondi 27,4.2,653,Pizza,$$,Dhanmondi
Pizza Hut Dhanmondi 13,4.2,93,Pizza,$$,Dhanmondi
Sliced Dhaka,5,7,Pizza,N/A,Dhanmondi
Pizza lazio - Dhanmondi 27,5,7,Pizza,N/A,Dhanmondi
Live Pizza Square Dhanmondi,4,32,Pizza,N/A,Dhanmondi
American Burger Satmasjid Road Outlet,4.1,1135,Burger,৳400–600,Dhanmondi
American Burger Dhanmondi Outlet,4,526,Burger,৳200–400,Dhanmondi
Smashed Burgers (Dhanmondi),4.1,206,Burger,N/A,Dhanmondi
Burger Lab Dhanmondi,4.3,119,Burger,৳200–400,Dhanmondi
Herfy - Dhanmondi,4.4,2593,Burger,N/A,Dhanmondi
Grilled,4.2,605,Burger,৳400–600,Dhanmondi
Burger King Bangladesh,4.1,2787,Burger,৳400–600,Dhanmondi
Burger Xpress,4.1,1056,Burger,৳200–400,Dhanmondi
Crazy Burger,4,24,Burger,$$,Dhanmondi
Burger King Dhanmondi 27,3.8,51,Burger,৳400–600,Dhanmondi
Creative Students Burgers,5,1,Burger,N/A,Dhanmondi
Khana's ~ Dhanmondi,4.1,2843,Burger,৳200–400,Dhanmondi
D burger,4.5,81,Burger,৳1–200,Dhanmondi
Arabian Fast Food,4.2,2917,Fast Food,৳200–400,Dhanmondi
BFC Dhanmondi,4.2,1909,Fast Food,৳200–400,Dhanmondi
KFC - Dhanmondi,4,7166,Fast Food,$$,Dhanmondi
Euro Hut,4.1,671,Fast Food,৳400–600,Dhanmondi
KFC Dhanmondi,4.2,467,Fast Food,$$,Dhanmondi
BFC,4.1,558,Fast Food,৳200–400,Dhanmondi
FFC Dhanmondi,3.9,649,Fast Food,৳400–600,Dhanmondi
Chunk,3.8,1462,Fast Food,৳200–400,Dhanmondi
Shawarma Damasco Dhanmondi,4.8,16,Fast Food,N/A,Dhanmondi
Tabaq Coffee | Dhanmondi,4.6,1401,Cafe,৳200–600,Dhanmondi
"Pinewood: Cafe + Kitchen Dhanmondi, Road-6",4.3,3338,Cafe,$$,Dhanmondi
NORTH END coffee roasters Dhanmondi,4.6,6829,Cafe,৳200–600,Dhanmondi
Royal Cafe Experience,4.5,93,Cafe,৳200–400,Dhanmondi
HASH,4.4,246,Cafe,N/A,Dhanmondi
Uthan Cafe n Restaurant,4,762,Cafe,$$,Dhanmondi
Cafe Darbar Dhammondi,4.1,1103,Cafe,৳200–400,Dhanmondi
The Dark Music Cafe And Restaurant,3.6,1958,Cafe,৳400–600,Dhanmondi
The Cafe Rio - Dhanmondi,3.9,5218,Cafe,"৳800–1,000",Dhanmondi
Soi7,4.1,2601,Cafe,$$,Dhanmondi
"Gloria Jean's Coffees, Dhanmondi",4.2,4979,Cafe,$$$,Dhanmondi
Crimson Cup,4.4,2346,Cafe,৳200–600,Dhanmondi
Beans & Aroma Coffees | Dhanmondi Branch,4.5,357,Cafe,N/A,Dhanmondi
Bangaliana Bhoj | Mohammadpur,4.2,588,Bengali,৳200–600,Mohammadpur
New Nahar Hotel And Restaurant,4,1287,Bengali,৳200–400,Mohammadpur
Kabab Karigor & Restaurant,4.1,354,Bengali,৳200–400,Mohammadpur
Nadim Biriyani House and Restaurant - নাদিম বিরিয়ানি হাউস,4.2,423,Bengali,৳200–400,Mohammadpur
Desh Bangla Hotel and Restaurant,3.8,85,Bengali,N/A,Mohammadpur
Shiraj Chuigosto - Mohammadpur,4.2,6,Bengali,৳200–400,Mohammadpur
Al Mahbub Restaurant,4.2,1067,Bengali,৳200–400,Mohammadpur
On Fire,3.9,2305,Bengali,৳200–400,Mohammadpur
City Hotel & Biryani,3.8,383,Bengali,৳200–400,Mohammadpur
Hebaang Mohammadpur,4.1,157,Bengali,N/A,Mohammadpur
Kashbon Restora,3.8,344,Bengali,৳200–400,Mohammadpur
Rajdhani Restora - রাজধানী রেস্তোরা,4.2,391,Bengali,৳200–400,Mohammadpur
Taj Kitchen ~ Mohammadpur,3.9,798,Bengali,$$,Mohammadpur
Mayer Dowa Hotel,4,49,Bengali,৳1–400,Mohammadpur
Indian Spicy ~ Mohammadpur,3.7,610,Bengali,$$,Mohammadpur
Trishna Hotel & Restaurent,3.9,167,Bengali,৳1–200,Mohammadpur
Vhai Vhai Hotel & Restaurant,N/A,N/A,Bengali,N/A,Mohammadpur
Ling Jing Chinese Restaurant- Mohammadpur,4.7,15,Chinese,৳400–600,Mohammadpur
7G Restaurant,4.9,7,Chinese,N/A,Mohammadpur
Astra Lounge,4.8,5,Chinese,N/A,Mohammadpur
Take Out Chinese,4.8,4,Chinese,N/A,Mohammadpur
Rasana Delight & Formosa Restaurant,4.7,20,Chinese,৳1–200,Mohammadpur
Open Kitchen,4.5,11,Chinese,৳200–400,Mohammadpur
9/11,5,8,Chinese,"৳2,000+",Mohammadpur
Dhaka XO,3.5,434,Chinese,৳400–600,Mohammadpur
Soadika Chinese Restaurant & Sultani Kacchi,3.6,123,Chinese,৳200–400,Mohammadpur
FOOD PARADISE,3.8,19,Chinese,৳200–400,Mohammadpur
সিটি গার্ডেন চাইনিজ এন্ড থাই রেস্টুরেন্ট,3.7,477,Chinese,$$,Mohammadpur
Best-Ta Food | Best Momo & Dumpling in Dhaka,5,5,Chinese,N/A,Mohammadpur
The Mughal Empire Mohammadpur,4.1,1577,Indian,৳200–600,Mohammadpur
lucknowi,4.3,154,Indian,N/A,Mohammadpur
Dosa Hut Coffee & Juice Bar,3.9,817,Indian,৳200–400,Mohammadpur
Spicy6,3.9,1268,Indian,N/A,Mohammadpur
Kamal Biryani House,4,4349,Indian,৳1–200,Mohammadpur
Sip & Savory,5,5,Indian,N/A,Mohammadpur
মা দই ফুচকা,5,1,Indian,N/A,Mohammadpur
South Indian Chicken,4.8,8,Indian,N/A,Mohammadpur
Faizane Madina Biryani House (Boba Biryani),3.9,5421,Indian,৳1–200,Mohammadpur
সিমলা কাবাব,4,1,Indian,N/A,Mohammadpur
Spicy Indian Food ~ Shyamoli,3.5,120,Indian,৳200–400,Mohammadpur
Tans Cafe,4.7,95,Indian,৳1–200,Mohammadpur
Mini Thailand,5,2,Thai,N/A,Mohammadpur
Thai King Cha Mohammadpur,4.6,29,Thai,N/A,Mohammadpur
Tasty Bites,5,4,Thai,N/A,Mohammadpur
Bowl Time,4.6,23,Thai,৳1–200,Mohammadpur
Cozzy Cafe,4.8,19,Thai,৳1–200,Mohammadpur
Pizza Home,4.7,3,Italian,N/A,Mohammadpur
Cheez & Beanz - Mohammadpur,4.1,305,Italian,৳200–400,Mohammadpur
Treat Cafe & Restaurent Mohammadpur,3.9,447,Italian,N/A,Mohammadpur
Pizza Mohammadpur,3.4,193,Italian,N/A,Mohammadpur
The Cafe Rio Ltd. (Mohammadpur Branch),3.9,928,Italian,"৳800–1,000",Mohammadpur
Pizza Square,3.9,2916,Italian,৳200–400,Mohammadpur
Pizza BD Mohammadpur,4.7,11,Italian,৳1–200,Mohammadpur
Arabian Nights - Mohammadpur,3.8,233,Italian,৳200–400,Mohammadpur
Kettle Cafe,4.1,545,Italian,৳200–400,Mohammadpur
Rainforests Cafe ~ Mohammadpur,3.7,254,Italian,N/A,Mohammadpur
Urban Plates,4.8,67,Italian,N/A,Mohammadpur
The Nest,3.9,238,Italian,৳400–600,Mohammadpur
Secret Recipe,4.3,176,Italian,$$$,Mohammadpur
Slice & Bite,4.9,51,Italian,N/A,Mohammadpur
TEAXO Mohammadpur,3.5,339,Italian,৳200–400,Mohammadpur
Cookers &Cafe,3.8,75,Korean,৳200–400,Mohammadpur
Melting Pot (Mohammadpur),4.1,250,Korean,$$,Mohammadpur
Cafe Moja🍔,4.5,31,Korean,৳1–400,Mohammadpur
Gojo Ramen,4.3,497,Korean,৳400–600,Mohammadpur
Korean Skin and Health Care,4.1,12,Korean,N/A,Mohammadpur
Fry Bucket,3.1,64,Korean,৳200–400,Mohammadpur
Corn Dog,4.2,47,Korean,৳200–400,Mohammadpur
Flavyard,5,7,Japanese,৳1–200,Mohammadpur
Domino's Pizza Mohammadpur,4.2,1048,Japanese,$$,Mohammadpur
Secrets of Fiesta,4.3,621,Mexican,৳1–200,Mohammadpur
Mexican cafe,3.4,5,Mexican,N/A,Mohammadpur
The Munch Station,4,291,Mexican,৳200–400,Mohammadpur
Cafe Memories,4.6,36,Mexican,৳1–200,Mohammadpur
PizzaMo,4.2,65,Mexican,৳200–400,Mohammadpur
The Pabulum (দ্য প্যাবুলাম),4.2,1273,Mexican,৳200–400,Mohammadpur
Habibi Kababi,5,2,BBQ,N/A,Mohammadpur
Hamza Bar-B-Q,4,1,BBQ,N/A,Mohammadpur
Momo House & Juice Bar,4.6,47,BBQ,৳1–200,Mohammadpur
Kebab Express Mohammadpur,4.2,36,BBQ,৳200–400,Mohammadpur
Chillox Mohammadpur,4,1467,BBQ,৳200–400,Mohammadpur
Mostakim varieties Kabab And soup (est.1982),3.8,5376,BBQ,৳200–400,Mohammadpur
Cox’s Bazar Live Sea Food,4.8,49,BBQ,৳200–400,Mohammadpur
Bbq Nights,N/A,N/A,BBQ,N/A,Mohammadpur
Imperial Kacchi,5,3,Biryani/Kacchi,N/A,Mohammadpur
Azad Baburchi Biryani Ghar,3.9,96,Biryani/Kacchi,৳1–200,Mohammadpur
Mr. কাচ্চি বাড়ি,4,14,Biryani/Kacchi,৳200–400,Mohammadpur
Nur Biriyani House & Catering Service,3.9,180,Biryani/Kacchi,৳1–200,Mohammadpur
Taj Biriyani Mohammadpur - তাজ বিরিয়ানি,3.7,21,Biryani/Kacchi,N/A,Mohammadpur
Haji Biryani,3.7,187,Biryani/Kacchi,৳200–400,Mohammadpur
Catering Service Tehari Ghar,4.2,88,Biryani/Kacchi,৳1–400,Mohammadpur
PizzaBurg Mohammadpur,4.9,1055,Pizza,N/A,Mohammadpur
Cheesy Crust,5,12,Pizza,N/A,Mohammadpur
Pizzaburg Mohammadpur,4.4,393,Pizza,$$,Mohammadpur
Pocket Bite,4.5,2,Pizza,N/A,Mohammadpur
PIZZA GANG MOHAMMADPUR,2.8,19,Pizza,N/A,Mohammadpur
Pizza's Kingdom - Mohammadpur,5,4,Pizza,N/A,Mohammadpur
Pizza 'n Pasta,4.3,4,Pizza,৳200–400,Mohammadpur
PIZZA IN LAW,4.5,67,Pizza,৳200–400,Mohammadpur
Burger Xpress Mohammadpur - বার্গার এক্সপ্রেস মোহাম্মদপুর,4.2,578,Burger,৳200–400,Mohammadpur
Big Boss Burger,4.2,40,Burger,N/A,Mohammadpur
The Gourmet Burgers,5,4,Burger,N/A,Mohammadpur
Kudos ~ Mohammadpur,4.1,745,Burger,৳200–400,Mohammadpur
Takeout Mohammadpur,4.3,396,Burger,৳400–600,Mohammadpur
Khana's Mohammadpur - খানাস মোহাম্মদপুর,4.1,2270,Burger,৳200–400,Mohammadpur
BFC - Mohammadpur,4.1,878,Burger,৳200–400,Mohammadpur
Bachelor's Mohammadpur,4.5,51,Burger,৳200–400,Mohammadpur
Roadside Kitchen Mohammadpur (RSK),3.6,1086,Burger,৳200–600,Mohammadpur
Burger Crush ~ Mohammadpur,5,3,Burger,N/A,Mohammadpur
Burger Factory,4,1,Burger,N/A,Mohammadpur
KFC Adabor,4,2271,Fast Food,$$,Mohammadpur
Shawarma Damasco- Mohammadpur,4.5,128,Fast Food,৳200–400,Mohammadpur
Khana's Shyamoli,4.1,551,Fast Food,৳200–600,Mohammadpur
CP Five Star,3.9,551,Fast Food,৳1–200,Mohammadpur
Rapid chicken,4.1,32,Fast Food,৳200–400,Mohammadpur
BFC ~ Shyamoli,4,498,Fast Food,৳200–400,Mohammadpur
Waffle Time Mohammadpur,4.2,429,Fast Food,৳1–200,Mohammadpur
Chicken Buzz BD,4.2,54,Fast Food,৳200–400,Mohammadpur
Red'Res Fast Food,3.8,2264,Fast Food,৳400–600,Mohammadpur
Umm Cafe,4.2,183,Cafe,৳1–200,Mohammadpur
Tithidor Coffee Shop and Restaurant,4.5,80,Cafe,৳200–400,Mohammadpur
One Bite Cafe,4.7,38,Cafe,৳1–200,Mohammadpur
Cafe al mamun,4.2,123,Cafe,৳200–400,Mohammadpur
Society Cafe,4.2,614,Cafe,$$,Mohammadpur
Cha bella,4.3,738,Cafe,৳200–400,Mohammadpur
Cafe Roktim | best cafe in Mohammadpur,4.8,6,Cafe,N/A,Mohammadpur
Daily Dose Cafe and Juice Bar Mohammadpur,5,2,Cafe,N/A,Mohammadpur
Cafe Appleians,4.9,16,Cafe,৳200–400,Mohammadpur
Pitha Mela ~ Banasree,4,1128,Bengali,৳200–400,Badda
Bangla kitchen,5,2,Bengali,N/A,Badda
Panshi Hotel & Restaurant (Badda),3.7,1176,Bengali,৳200–400,Badda
Cumilla Khabar hotel,N/A,N/A,Bengali,N/A,Badda
Beresta,4.3,667,Bengali,৳200–400,Badda
Taj Mahal Restaurant,4,460,Bengali,৳200–400,Badda
দূরবীন বাংলা,4.3,764,Bengali,৳200–400,Badda
Kabri Bengali Cuisine,4.7,18,Bengali,৳1–400,Badda
Cobra Restaurant,4.5,33,Chinese,N/A,Badda
Orchid Garden Thai & Chinese Restaurant,3.8,901,Chinese,$$,Badda
Red Chilli Chinese Restaurant & Party Center,3.8,1303,Chinese,$$,Badda
Kamrul Restaurant,4,635,Chinese,৳200–400,Badda
Al-Sahal Fried Chicken,4.6,8,Chinese,N/A,Badda
Purnima Restaurant Thai Chinese & Party Center,3.2,40,Chinese,N/A,Badda
The Fry Deck,4.5,6,Indian,৳1–200,Badda
Hajrat Shah Chandrapuri restaurant,4,2,Indian,N/A,Badda
Chatga Biryani and Mezbani,5,1,Indian,N/A,Badda
AZ RESTAURANT & LOUNGE.,4.4,228,Indian,N/A,Badda
The Curry House,4,959,Indian,$$,Badda
Rome Express,3.5,15,Italian,N/A,Badda
Perfetto (পারফেত্তো),4,28,Italian,৳200–400,Badda
Pasta Club ~ Banasree,4.1,1114,Italian,৳400–600,Badda
Momo Mela,3.8,5,Korean,৳1–200,Badda
Royal Fried Chicken Converted to Family Food Court,3.9,254,Korean,N/A,Badda
SURA Korean Food Cart,4.7,12,Korean,৳1–200,Badda
Blaze & Bite,4.7,84,Korean,৳1–200,Badda
RAMEN BAR,5,6,Japanese,N/A,Badda
Oshi Sushis,4.3,13,Japanese,N/A,Badda
Mexicana,4,1,Mexican,N/A,Badda
Bangla Spoon,3.9,37,Mexican,৳1–200,Badda
GRIDDLE- MERUL BADDA,3.3,116,Mexican,৳200–400,Badda
Mexican Bite,4,4,Mexican,N/A,Badda
Mexican hot & spicy restaurant,3,2,Mexican,N/A,Badda
DHAKA KABAB GHOR,5,3,BBQ,N/A,Badda
Seafood Masala,4.5,203,BBQ,N/A,Badda
সুলতানা কাবাব ঘর,4.9,16,BBQ,৳1–200,Badda
Churrasco,4.5,62,BBQ,৳400–600,Badda
Shish Kebab,3.9,1000,BBQ,৳200–400,Badda
Ma Biriyani House,4,477,Biryani/Kacchi,৳1–200,Badda
Biryani Khabe?,4.6,13,Biryani/Kacchi,N/A,Badda
Noyon biryani house,4.2,5,Biryani/Kacchi,N/A,Badda
Domino's Pizza - Badda,4,207,Pizza,$$,Badda
Pizzaburg Banasree,4.8,4658,Pizza,$$,Badda
Pizza Nextdoor & Kaffeehaus,4.2,455,Pizza,৳400–600,Badda
pizzaburg khilgaon,4.9,11780,Pizza,৳200–600,Badda
Lakri pizza,4,16,Pizza,N/A,Badda
Pizza Hut Banasree,4.2,864,Pizza,$$,Badda
Pizza Place,3.6,336,Pizza,৳200–400,Badda
Burger People,4.3,79,Burger,N/A,Badda
Mr. Burger Banasree,4.3,351,Burger,৳200–400,Badda
3's Coffee & Burger Shop,4,43,Burger,N/A,Badda
Food Taste,5,3,Fast Food,N/A,Badda
Khana's Rampura Classic,4,586,Fast Food,৳200–400,Badda
A.F.C,3.7,281,Fast Food,৳1–200,Badda
KFC MERUL BADDA,3.8,103,Fast Food,৳200–600,Badda
Chillox Badda,3.3,90,Fast Food,৳200–400,Badda
Food kar?,4.4,7,Fast Food,N/A,Badda
Waffle Taffle,5,1,Fast Food,N/A,Badda
Takeout Banasree,4.3,98,Fast Food,৳400–600,Badda
Bindu,4,3,Fast Food,N/A,Badda
Coffee And,4.3,15,Cafe,৳200–400,Badda
"Marina Cafe & Restaurant, Gulshan Lake View",4.2,58,Cafe,৳200–400,Badda
Kashmira Cafe & Restaurant,4.5,21,Cafe,N/A,Badda
"Cafe Trust , Gulshan Lake View",3.9,209,Cafe,৳200–400,Badda
Brew Buddies,4.3,190,Cafe,N/A,Badda
Jumghor,4.7,23,Cafe,৳200–400,Badda
Chill House,4.7,13,Cafe,৳1–200,Badda
SUFI DINE (cafe & restaurant),5,1,Cafe,N/A,Badda
Snack & Sip Cafe Restaurant,4.6,5,Cafe,N/A,Badda
Kudos,3.8,86,Cafe,৳200–400,Badda
Arabika Coffee,4.8,10,Cafe,৳200–400,Badda
Dhaka. Badda,5,1,Cafe,N/A,Badda
The Coffee Theatre Bangladesh,4,4,Cafe,N/A,Badda
Alkaderia Restaurant,4.1,5142,Bengali,৳200–400,Rampura
Dhaka Hotel and Restaurant,4.1,1791,Bengali,৳200–400,Rampura
Cookery BAKERY & CAFE,5,1,Bengali,N/A,Rampura
Nawabi Voj-2,4,388,Bengali,৳200–400,Rampura
Bheto Bangali,4.3,33,Bengali,N/A,Rampura
MohorAna Buffet Lounge,4.1,51,Bengali,N/A,Rampura
Abul Hotel,4,11859,Bengali,৳200–400,Rampura
TASTE OF BENGAL,N/A,N/A,Bengali,N/A,Rampura
The Wind Lounge,4,1337,Bengali,N/A,Rampura
The Penthouse (Rooftop Luxury Restaurant),4,613,Bengali,৳400–600,Rampura
Khushbu Biriyani Kutir,3.6,5,Bengali,N/A,Rampura
Bhaat Ghor ~ SegunBagicha,4.2,476,Bengali,৳400–600,Rampura
Chilis Restaurant & Party Center,4.1,656,Chinese,N/A,Rampura
Onion Leaf Restaurant and Party Center,4.6,18,Chinese,N/A,Rampura
Luncheon multi chinese restaurant,5,1,Chinese,N/A,Rampura
Blue Olive Restaurant Ltd.,3.9,1025,Chinese,N/A,Rampura
Cafe Twisted Burg,4,1,Chinese,N/A,Rampura
Meghdot River Side Rooftop 2,5,4,Chinese,N/A,Rampura
Delic Dish,4.2,374,Chinese,৳400–600,Rampura
New Demo Restaurant,3.7,15,Chinese,N/A,Rampura
China Park - Chinese and Thai Restaurant,3.6,421,Chinese,$$,Rampura
China Land Restaurant and Party Center,3.8,114,Chinese,N/A,Rampura
Meher Cafe,3.3,90,Chinese,৳200–400,Rampura
Oliver's Lounge,3.8,994,Chinese,$$,Rampura
Vooter Adda Khilgaon,4,1776,Chinese,$$,Rampura
Golden Gate Restaurant & Party Center,3.8,485,Chinese,৳200–400,Rampura
Canton Chinese Restaurant & Bar,4,790,Chinese,$$,Rampura
Blue Moon Restaurant & Party Center,3.9,1166,Chinese,$$,Rampura
Tam al-Biryani।,4.5,2,Indian,N/A,Rampura
Mr Foodie,5,2,Indian,N/A,Rampura
Indian Delhi Darbar,5,1,Indian,N/A,Rampura
Cha Thai & Ta,4.7,34,Thai,৳400–600,Rampura
KIN THAI,5,3,Thai,N/A,Rampura
Pizzagram Rampura,4.9,15,Italian,৳200–400,Rampura
Orto Italia,5,1,Italian,N/A,Rampura
Wood Fire,4.2,478,Italian,৳400–600,Rampura
Pasta Club,4,940,Italian,$$,Rampura
